400
0.6871601863374864 0.9098338390116244 0.41216398418050193 0.5139550631291938 0.13207897093333743 0.759701237401484 0.7471416579760816 0.43131767630249707 0.31447480080697954 0.0653810060504697 0.341252503441418 0.1307867951529864 0.37632896555680906 0.2072017555869019 0.14409943259457625 0.7418502882424179 0.2705098543629969 0.6922603171901542 0.588670399617764 0.1933340684351933 0.5875970076679834 0.9444096241334988 0.16231580668887147 0.4515185190489629 0.7746778737702008 0.03796561195227832 0.5226186793038602 0.37633170006285976 0.8116950973034833 0.30573701390114616 0.36348262798041187 0.2937467020311495 0.7585601501159096 0.8260015890033955 0.5687593304388276 0.8843321177610673 0.9382673469928232 0.8249699972950538 0.5644567213848403 0.11016217037013576 0.91411559081378 0.9559105462672837 0.16101975975727278 0.7914877776963325 0.7242101750481782 0.3268930244239031 0.13119338966861616 0.7490155643052616 0.4435798881803351 0.7265425954602058 0.06590797672087245 0.32479887429445686 0.07467726292866972 0.527063635493323 0.07477413211058892 0.9776051050204141 0.4973763065376978 0.5649971694946061 0.25134527654513616 0.3439035439891608 0.31199997337173035 0.48513562673115307 0.043987502476592666 0.17539215256683593 0.3425480607058683 0.3689101056514418 0.11522284705857477 0.9704186371130102 0.41157917941622235 0.4574517176332974 0.1887844282452542 0.47178379734115816 0.7452126116726264 0.8113586019186605 0.8717257346111383 0.6449390765576593 0.5066268008580518 0.029532650339546884 0.3992706660190146 0.10011514487184481 0.724875114381729 0.13177637452662694 0.6051603526339612 0.3821392365839018 0.7309736413214923 0.6062647339324005 0.5397963355664512 0.4599563061857803 0.8349083472438279 0.13092289125749357 0.1454605696271546 0.5649690481444157 0.2979435001554923 0.5122305437713985 0.19169490805565315 0.22204954756533735 0.445656311096715 0.7315612790802152 0.1006033102243189 0.8835560350460085 0.5408689394682944 0.10329281206509999 0.979844874806969 0.5855459742773957 0.30851501713383267 0.5979326497561559 0.6393098040767001 0.08930284668260713 0.19039425036567292 0.08129658926879302 0.15748584286727463 0.07219241686074473 0.8088360508433837 0.7570356959142819 0.6032537780002677 0.754030009982272 0.9437174845209465 0.9847386056511203 0.3810404239470715 0.07899944900621458 0.4153130389153298 0.643045694087646 0.762108551302524 0.6839178594667573 0.3741575276200284 0.2747614306885142 0.8486837585380824 0.27349928831247516 0.42385465018630075 0.1107245604312751 0.4921440194156408 0.12851182769526825 0.49234452647001403 0.5768914702813356 0.05775818504936747 0.6347112386143475 0.14155126797360174 0.5064502699401389 0.17139902709457755 0.4171594901598421 0.6831397377519944 0.38638305827602415 0.2864770244524355 0.6584338621541339 0.41169842118566224 0.690035612023581 0.15239282949895405 0.7152688318877705 0.49649579211641104 0.37213205934260707 0.06623677932008942 0.26037119857945334 0.7821476346477197 0.5340768025909454 0.6969627903350165 0.13399316182205412 0.9078983948507198 0.9096523001361971 0.24265912982120053 0.9727811908829357 0.9909975420539187 0.49800991724166666 0.8627730607229047 0.7615427016794881 0.9625139520247417 0.40496108673596554 0.06327572971675188 0.32026747890664575 0.7332056611836001 0.40382369152452546 0.4392526748450605 0.15742976198883363 0.5109279776228527 0.690955189827669 0.5579804796043213 0.721076853781001 0.6777687920395837 0.021329271960083385 0.4460747957673703 0.4160659120367648 0.9912472967936924 0.6340021584949559 0.25388291951767505 0.8002727417173282 0.808133424346315 0.24585916833556998 0.4688341681621696 0.663809601157421 0.6772645192318852 0.42223619903852627 0.7933272961835277 0.8222293562871149 0.3932469808897274 0.2621573125842781 0.2506709355407233 0.15449066986561566 0.9996478077819247 0.7671605071218037 0.18883112436352578 0.24873510903588103 0.5451527729456083 0.6810199743028619 0.2040903476716167 0.023690708549238826 0.6775266185005024 0.006262772194500221 0.0356229018232872 0.07393160018615985 0.6688826501451826 0.8929232012044408 0.2744282420981008 0.8737826912531257 0.18800438555893006 0.013736861341584805 0.43741354439774016 0.1379897252864638 0.8190640304911382 0.1483054956801937 0.8802690545345254 0.426215952377096 0.3888306635996793 0.38104857496290245 0.824511865370819 0.6898962353330073 0.5387245398015534 0.711117687264819 0.27230769831036616 0.7354618946195701 0.9485424580860028 0.08951122101159326 0.896736948030282 0.6910726797289607 0.840264389224226 0.8695831910296672 0.5340159087939146 0.973290247868983 0.11511018003966955 0.12683503140436259 0.5158640118362678 0.03309496345568641 0.07020194654404421 0.16785411862239719 0.4091499755042366 0.5000541848974387 0.36113135379679284 0.4178165591049102 0.4579247673629325 0.6170509424081436 0.4218504119568576 0.8070858133490397 0.4783795753616823 0.826129886562191 0.6831096238609233 0.31596120759702473 0.6586652426349028 0.9086128406254808 0.9808757727641386 0.41039224477715597 0.9893406409256948 0.34994938682845556 0.6524646461892931 0.6044861288515917 0.7224433493220954 0.531544728965886 0.3937821289392037 0.453294438964046 0.11167964923773266 0.7669950498126878 0.3072066416012079 0.00043207700873826305 0.2678480144953759 0.32372260177512935 0.41430364563091704 0.509133164513759 0.9479164142676985 0.7259843589233033 0.8817570819585768 0.17662276784291453 0.38974813432251165 0.4796643534662167 0.042167743364656896 0.38889034087704144 0.4482123772995228 0.0633740686831129 0.27096949278283833 0.6463461010962908 0.4996692056044003 0.31476534435255343 0.7301250156696524 0.0698684901447959 0.012804646485700344 0.5136822941870923 0.49992398679197925 0.5454361433402745 0.13980389083965672 0.7974826596755663 0.48298730770191056 0.7584625714418477 0.9211580417058592 0.4224120186220973 0.6102362961527569 0.12474765366443774 0.3240002220499557 0.3684986540931654 0.04226591182271244 0.0865251849353833 0.19505212443684194 0.726287803370027 0.35514873308120054 0.5987911390675761 0.8760341517610843 0.7583328337743998 0.15035098885059228 0.5231585118859163 0.4913744252777582 0.9557424874683875 0.5664303163752743 0.8836293533104344 0.047278827490386366 0.6424140196114501 0.26056731193089966 0.30648159894758953 0.859640819483927 0.7059580267895471 0.02743824266030892 0.6011433792048568 0.6839753449044796 0.04320173136060146 0.2925153711315388 0.7006809823457609 0.23962382470665 0.9733328014994261 0.5712899984044899 0.5785230385174366 0.058775046267667275 0.5989075056200445 0.8944781850681836 0.12421567073098083 0.9693189272484425 0.16082543202214616 0.8184809152077803 0.09930546683171426 0.8424611712353791 0.9086700707906972 0.4896190328145652 0.19652153230806935 0.7558664615213362 0.9554197154658378 0.5222789964593704 0.04051828909962063 0.06150007391919954 0.35499982057878887 0.46999896778228367 0.1104321684487779 0.6359976000887628 0.26059469774599686 0.257120907936748 0.9583528197939396 0.6303993382016015 0.3886162034706112 0.3682584349470366 0.11466827952283787 0.7443462468134519 0.4512982769420454 0.06714523183576648 0.10986122576053547 0.836737406974681 0.30745804127787413 0.7569228381730224 0.8101015939179702 0.995641170811832 0.4161239172333261 0.12292669959343894 0.9255492624907965 0.3868241452290734 0.22828282548732615 0.993370103581671 0.043463310713399705 0.5629010079240643 0.05546585530290915 0.8197339608061021 0.13623468062393762 0.5240364479128548 0.436045355862527 0.39030968902095675 0.06626504330180583 0.6231323731649968 0.3839357604155118 0.2149614738457778 0.011088143233220937 0.8878786333186349 0.4490578512144743 0.061979986530214415 0.5124856153543799 0.46536866168644886 0.9988150488971957 0.5631340969110841 0.8371820843296446 0.3844251883640586 0.5340703583353581
12 30 31 40 11 31 25 45 9 23 19 46 7 48 37 7 48 34 30 24 29 29 25 36 19 27 31 50 8 33 49 23 22 9 44 34 45 33 12 27 5 17 41 40 45 20 48 40 6 24 49 18 33 44 42 46 22 10 33 50 48 47 17 21 20 31 18 46 26 9 13 47 12 41 14 33 16 31 46 38 12 24 25 29 6 34 16 30 47 21 50 29 44 26 40 32 8 40 23 43 7 39 16 19 29 9 40 22 34 29 32 34 24 11 47 5 48 17 30 33 38 9 28 35 48 6 31 16 6 39 19 28 25 12 48 41 26 49 46 44 27 41 45 12 6 13 31 18 46 28 8 41 21 48 20 22 12 38 49 29 7 32 47 11 25 50 25 22 6 15 43 37 34 19 13 17 15 13 44 46 9 37 31 30 30 6 36 26 6 41 27 26 5 31 23 49 31 27 23 14 11 25 45 46 41 43 32 32 29 18 49 20 30 50 19 47 31 15 30 34 44 29 35 12 33 40 33 34 44 39 40 12 45 12 36 44 38 34 34 30 35 35 25 14 31 14 5 24 33 12 26 32 10 35 49 40 36 5 9 12 44 49 50 26 41 8 49 12 33 26 46 39 21 33 20 9 39 12 50 24 34 43 30 22 47 20 28 16 32 19 29 20 26 7 29 9 12 8 21 41 39 39 43 36 39 37 29 9 28 17 43 5 48 48 42 48 15 20 18 11 8 30 26 19 22 19 22 22 42 9 14 26 29 20 39 9 26 19 32 24 31 27 20 7 11 22 23 45 47 33 35 40 17 15 29 7 43 41 37 8 20 14 30 38 48 17 37 40 12 35 19 25 16 35 27 17 48 14 17 42 23 8 41 30 35 42 9 6 6 49 26 35 5 17 44 45 43 25 5 23
0 2 8 7 7 1 3 9 7 9 5 4 2 4 1 3 3 6 8 7 9 2 8 5 8 3 5 7 8 1 7 8 4 1 1 9 1 1 6 2 3 1 8 4 9 5 4 4 8 2 7 1 5 6 8 1 2 5 5 1 9 7 8 2 4 4 4 1 7 6 4 3 8 7 8 9 5 9 3 6 2 1 7 9 7 9 8 9 9 9 6 6 8 6 7 2 3 5 2 8 1 6 4 1 3 6 4 3 5 1 5 1 1 8 5 2 7 7 1 2 3 6 6 2 3 5 4 3 8 7 2 6 5 4 1 2 8 3 5 7 1 5 1 8 8 6 3 4 4 7 2 9 9 7 1 3 2 9 3 2 6 5 3 7 6 4 2 1 2 8 5 1 4 9 3 5 9 3 9 6 3 7 1 8 4 7 7 9 2 7 4 9 5 1 6 3 4 8 2 9 8 9 8 1 1 6 2 6 4 7 9 2 9 4 6 4 2 3 9 1 1 2 4 5 5 4 1 2 9 5 1 1 3 1 8 6 9 2 2 7 6 7 8 8 3 3 1 8 7 1 9 9 6 1 1 9 1 9 7 2 4 5 6 3 2 1 6 5 6 6 9 6 5 8 7 9 8 3 6 6 2 9 4 7 3 9 1 3 8 4 1 9 9 3 3 7 3 3 9 3 5 4 6 1 6 3 5 9 8 4 7 7 1 4 6 7 3 4 1 7 3 2 6 9 7 4 9 3 4 3 5 5 6 5 4 6 8 3 5 2 2 7 2 7 4 1 5 3 8 2 8 7 9 7 4 7 2 2 4 6 4 5 2 5 7 7 2 9 9 2 9 9 3 5 9 6 3 9 3 7 9 9 4 2 5 2 4 8 9 1 4 1 9 4 7 4 3 6 1 8
2 0 6 1 7 6 7 2 9 7 6 7 9 2 8 4 6 4 3 2 9 4 3 6 7 3 7 9 4 5 6 6 3 9 5 3 8 4 9 8 4 9 9 1 3 6 6 1 7 3 9 2 4 1 6 9 4 5 6 1 5 1 1 2 6 6 3 7 8 4 8 8 1 7 7 6 2 3 9 7 7 6 3 7 4 4 8 8 2 8 8 7 3 1 2 5 6 9 2 5 8 7 8 1 4 2 8 3 1 5 7 7 6 4 2 3 2 2 2 6 2 1 8 2 7 6 1 6 7 8 9 6 2 3 6 4 7 6 4 4 3 2 6 1 4 5 5 3 3 6 6 1 8 9 1 9 2 7 4 9 3 1 9 2 2 9 9 3 3 7 7 1 4 2 2 1 3 3 3 9 6 5 3 9 8 5 7 5 3 2 3 2 4 8 8 3 3 3 6 9 4 2 9 5 8 7 8 6 6 2 3 1 7 7 5 6 6 4 9 5 2 2 8 6 6 1 5 9 7 8 2 2 4 9 7 9 6 5 5 1 6 4 9 3 4 7 3 1 2 9 2 7 7 2 8 3 6 9 8 8 4 4 6 4 4 6 9 4 4 7 7 4 7 4 2 4 4 2 3 8 9 9 3 7 7 4 8 8 5 1 7 5 4 3 8 1 3 6 4 8 5 6 1 2 9 9 5 1 2 2 4 8 6 8 8 1 4 1 5 3 1 6 1 1 7 3 6 3 1 2 5 4 3 9 6 2 9 5 6 9 2 2 4 3 4 4 5 4 7 8 8 8 1 3 7 7 7 3 3 3 8 7 9 8 3 5 9 3 7 4 7 8 3 9 1 4 2 1 1 9 7 7 3 9 9 8 7 8 4 9 3 9 8 1 8 1 9 3 6 7
8 6 0 2 8 5 2 9 3 1 1 8 1 1 8 8 3 9 7 7 8 4 3 8 7 7 3 3 1 4 5 3 6 6 5 2 2 6 3 1 5 7 9 5 1 1 5 4 1 8 7 7 1 6 8 3 2 2 9 5 9 2 3 1 5 4 3 1 1 9 2 1 7 2 4 8 5 7 8 2 7 6 1 3 3 9 6 8 9 2 3 4 3 2 6 3 9 5 8 7 6 7 7 1 1 9 2 6 5 4 8 2 9 9 5 3 5 3 1 2 4 7 2 2 9 9 2 3 6 1 3 2 2 1 9 1 7 8 6 9 7 4 8 1 3 1 1 9 8 2 1 9 2 6 9 8 4 5 8 2 5 4 6 2 6 1 3 1 2 3 4 8 4 9 7 3 1 3 6 4 8 6 2 8 8 2 1 2 2 2 8 9 5 6 5 8 1 7 2 4 7 5 8 9 4 8 7 7 2 1 9 1 5 3 4 7 3 4 4 5 7 4 5 6 3 3 7 4 6 1 6 4 3 6 7 9 3 6 6 9 3 7 8 3 2 6 8 9 2 6 9 3 9 2 9 4 5 8 7 4 4 2 3 2 2 5 8 4 6 6 6 3 9 3 8 2 8 9 3 2 6 8 1 7 5 4 2 7 7 7 8 8 2 5 8 3 9 9 3 6 1 6 6 1 6 2 8 9 6 3 8 2 5 6 2 9 5 4 5 2 9 5 9 2 3 7 6 2 7 1 5 5 7 2 5 7 7 9 2 3 8 6 4 9 7 9 5 2 7 1 2 4 9 2 3 4 1 8 6 3 6 9 3 2 1 6 8 8 6 8 4 6 2 7 7 9 9 5 6 2 3 9 5 5 8 1 8 9 2 1 5 3 3 4 3 4 7 7 5 7
7 1 2 0 2 6 2 3 7 6 9 7 5 8 3 4 2 9 9 2 4 1 3 7 5 5 5 3 9 7 3 6 6 8 6 3 4 2 1 4 2 8 3 6 2 5 9 3 9 6 1 6 6 6 9 5 8 8 7 1 8 9 9 4 8 7 4 3 3 8 2 4 7 5 3 1 3 1 7 3 8 4 8 1 9 6 6 8 7 9 2 4 5 6 9 1 6 2 6 1 3 6 1 6 4 4 3 3 6 9 2 8 1 1 6 8 6 2 7 2 8 9 6 2 7 9 7 3 6 1 2 5 7 3 5 5 6 2 6 9 7 6 5 5 8 9 6 5 8 6 6 6 5 3 7 2 1 9 1 2 9 5 7 3 1 6 2 3 5 9 3 8 6 8 2 6 3 7 8 6 2 5 3 6 3 4 2 5 3 6 4 7 9 5 6 4 8 5 7 1 8 6 1 3 4 7 6 6 6 6 2 4 1 3 6 5 3 8 6 4 5 5 7 7 1 1 1 7 8 9 2 1 3 1 5 6 6 4 2 4 2 2 3 8 2 7 2 2 7 3 4 1 1 9 5 8 9 2 7 1 3 1 1 5 7 1 5 8 9 8 3 7 6 3 1 7 8 2 2 5 1 7 5 6 2 2 4 4 5 8 8 6 9 5 6 2 4 8 1 8 4 2 9 2 6 7 8 5 5 1 5 4 5 8 2 1 9 3 8 3 1 6 8 1 8 8 9 9 9 4 8 8 3 7 2 6 7 2 9 7 8 2 7 5 8 9 6 8 2 9 4 6 6 7 1 1 9 6 7 9 1 8 9 2 6 6 3 8 4 5 5 8 3 8 6 9 6 7 6 6 2 2 1 8 4 3 4 9 8 7 7 5 7 6 6 8 8 5 1 2
7 7 8 2 0 6 1 1 8 2 1 9 4 6 3 8 2 7 7 3 1 1 8 8 9 6 2 9 2 7 7 5 3 4 5 3 1 7 3 3 3 5 8 2 9 4 6 4 6 2 1 7 9 7 3 7 2 9 4 6 6 6 6 9 6 6 5 7 7 5 9 5 2 5 1 5 7 8 2 3 3 6 7 1 8 7 2 5 5 8 4 4 7 7 9 3 9 7 8 8 3 4 4 3 6 8 9 7 4 8 3 5 4 8 6 5 5 8 1 2 5 6 2 2 6 2 8 6 5 6 3 2 5 4 2 5 8 5 6 5 3 2 3 1 3 3 2 3 9 1 5 8 4 5 8 7 5 6 5 7 3 2 6 3 1 9 9 9 2 8 7 8 1 9 6 7 1 6 5 5 8 1 4 3 9 1 7 6 4 1 9 5 1 7 6 6 7 7 7 4 3 2 8 8 4 9 5 9 7 7 8 3 4 2 9 3 2 5 4 3 7 9 1 2 3 5 5 5 9 1 3 2 6 1 2 3 3 9 3 8 4 6 2 2 2 9 1 2 8 4 1 8 5 3 3 5 7 7 6 6 8 8 3 9 6 9 8 9 6 3 2 2 8 1 2 9 3 6 7 4 5 2 2 7 3 8 2 9 6 4 5 4 9 8 1 7 8 7 3 5 6 4 5 7 6 9 8 3 8 4 3 7 7 3 9 6 5 2 4 6 1 7 8 1 9 2 4 6 9 6 3 7 5 9 1 9 6 3 8 2 5 5 4 8 7 3 5 6 8 2 8 4 3 6 4 1 7 9 1 5 4 9 5 5 2 4 9 5 9 7 1 6 3 7 2 8 1 3 3 9 3 3 4 2 1 8 3 1 5 8 9 7 4 3 2 2 2 7 4 4
1 6 5 6 6 0 3 2 7 1 7 1 2 3 5 1 5 7 5 2 2 2 1 5 7 7 2 4 4 8 1 6 1 8 5 7 5 9 6 7 9 5 8 8 2 8 2 4 4 9 1 5 4 9 6 5 3 8 1 4 9 6 7 2 4 1 5 7 7 1 6 5 8 7 9 3 6 4 5 7 8 7 7 3 7 4 4 3 8 7 2 7 1 3 4 2 5 9 7 6 4 2 4 5 8 9 2 7 9 1 7 6 2 1 3 3 8 5 3 7 9 9 5 8 2 2 6 9 8 9 8 3 7 8 6 2 5 4 4 4 2 5 5 1 7 1 8 1 5 3 1 8 9 5 1 5 5 2 8 8 7 5 1 9 4 6 2 4 4 5 7 9 7 3 3 9 4 1 2 7 3 4 5 8 6 4 1 1 2 8 8 3 3 9 6 6 9 2 9 4 1 9 8 5 7 8 4 5 1 6 1 5 2 6 2 5 2 7 9 1 2 2 6 4 1 5 4 1 2 7 8 4 5 3 6 1 4 9 8 3 2 8 3 7 9 4 4 7 7 4 6 2 8 9 5 8 8 5 6 6 9 7 1 3 4 5 9 1 1 4 4 5 1 1 8 6 7 4 9 8 4 7 7 9 9 7 5 5 6 6 9 5 8 9 5 4 6 5 7 5 7 9 4 4 5 8 7 2 3 8 3 7 6 7 3 4 5 7 3 6 7 2 9 7 3 6 1 2 3 8 6 1 3 2 7 7 8 2 9 4 6 2 3 4 4 8 4 6 5 7 5 4 4 3 9 3 4 3 8 9 9 6 8 6 8 6 9 1 7 5 7 6 3 9 7 9 2 1 9 9 5 2 3 7 1 6 3 7 4 2 5 2 8 8 1 2 4 8 5 4
3 7 2 2 1 3 0 8 5 4 4 2 6 1 7 8 9 4 8 1 5 1 3 4 4 8 2 2 9 8 9 9 7 6 4 3 3 7 5 4 3 6 1 4 7 9 5 2 5 5 6 7 7 5 5 1 2 6 8 2 7 6 9 9 1 2 7 5 3 6 2 1 1 9 3 7 3 1 4 2 8 1 6 6 3 8 5 1 2 3 4 5 7 9 2 3 8 9 5 2 6 8 1 1 7 5 4 2 7 2 8 5 6 4 1 5 1 1 2 8 8 5 4 6 1 9 5 9 5 9 1 9 3 7 2 1 5 4 8 8 5 1 5 4 5 1 9 3 9 5 8 4 7 5 6 1 9 2 6 7 2 1 2 5 5 8 5 2 7 5 2 6 1 7 1 1 1 7 4 8 7 5 9 7 8 6 1 7 6 4 7 3 3 7 3 5 9 5 8 9 4 8 4 1 6 7 4 1 9 2 9 6 6 9 2 2 9 7 5 3 4 6 6 6 4 6 2 6 3 4 1 1 7 8 7 8 6 1 8 3 5 6 7 9 9 4 1 9 8 9 2 1 8 3 4 3 5 1 9 6 3 7 4 2 3 2 8 5 3 3 6 8 2 6 4 1 9 2 3 8 6 1 3 9 6 9 3 7 8 9 8 7 4 5 7 9 7 5 5 4 1 8 1 9 7 7 9 4 7 8 1 5 5 5 4 4 5 3 9 3 5 2 3 5 8 6 2 4 7 1 9 9 5 1 6 4 8 7 6 3 2 6 6 5 5 8 4 6 5 8 6 2 5 9 4 8 4 7 6 9 2 4 2 6 1 5 6 7 4 5 2 6 5 8 3 3 4 7 4 2 6 9 7 2 9 2 1 2 8 3 4 1 9 5 3 8 9 8 2 8
9 2 9 3 1 2 8 0 8 3 1 2 8 1 8 1 4 5 9 1 9 9 8 4 7 2 5 4 8 8 4 2 8 1 5 9 3 1 9 9 3 2 3 5 6 1 2 1 6 9 3 3 4 5 9 5 7 8 6 4 8 6 3 8 2 2 3 3 4 4 1 4 4 6 2 4 2 3 6 5 1 1 1 8 2 6 6 4 7 2 8 6 5 7 2 9 7 7 5 2 9 1 9 2 8 2 2 2 7 4 9 2 3 8 9 1 4 9 9 6 1 5 5 5 8 6 9 2 6 3 7 1 2 1 3 9 9 9 8 9 8 3 1 9 3 6 1 3 5 8 3 6 8 5 9 4 1 5 1 8 6 4 5 7 8 5 4 9 2 9 4 4 6 4 7 5 5 4 3 4 7 1 6 7 8 6 7 7 2 6 9 5 1 3 4 5 8 8 9 6 9 4 6 6 1 2 8 8 7 9 2 4 5 6 9 1 7 9 7 1 6 5 8 5 6 4 3 9 4 4 5 6 1 1 7 5 5 6 1 1 1 3 2 6 4 7 6 6 8 8 4 6 6 8 8 1 1 9 6 3 6 7 8 3 1 3 7 6 3 5 9 3 4 2 7 1 8 9 7 1 2 4 9 7 2 2 2 2 4 4 4 1 5 6 5 3 7 9 8 5 5 6 1 8 6 9 6 4 5 7 3 3 6 2 5 7 9 6 8 6 7 2 4 6 8 2 7 7 6 3 1 9 6 2 1 2 2 3 1 1 5 7 3 4 4 5 6 3 1 8 9 8 6 7 6 5 6 4 1 3 5 9 7 7 4 6 8 4 4 1 6 8 5 1 8 6 8 2 5 2 6 2 2 5 1 9 3 4 2 2 7 5 8 7 5 8 9 8 6 7
